chargeback_id,transaction_id,customer_id,transaction_date,chargeback_date,amount,currency,reason_code,reason_category,reason_description,payment_method,country,plan,is_3ds,is_recurring,dispute_filed,dispute_won,resolution_date,status
cb_000244,tx_00010718,cust_007334,2024-01-29 19:01:00,2024-02-27 19:01:00,14.98,USD,4853,service,Cardholder Dispute,visa,US,starter,True,True,False,False,2024-04-09 19:01:00,resolved
cb_000245,tx_00010874,cust_007499,2024-07-01 17:23:00,2024-07-26 17:23:00,99.99,USD,13.1,service,Merchandise/Services Not Received,amex,PK,business,True,False,True,True,2024-10-20 17:23:00,resolved
cb_000246,tx_00010917,cust_005757,2024-08-11 15:30:00,2024-09-01 15:30:00,29.99,USD,13.3,service,Not as Described,visa,NG,pro,True,False,True,,2024-11-30 15:30:00,pending
cb_000247,tx_00011065,cust_003591,2024-12-10 15:44:00,2025-01-02 15:44:00,9.99,USD,4837,fraud,No Cardholder Authorization,mastercard,FR,starter,False,False,False,,2025-02-16 15:44:00,resolved
cb_000248,tx_00011086,cust_001667,2024-11-15 04:17:00,2024-12-05 04:17:00,29.99,USD,10.5,fraud,Fraud - Card Present,paypal,DE,pro,False,False,True,False,2025-02-14 04:17:00,escalated
cb_000249,tx_00011115,cust_001215,2024-08-05 08:13:00,2024-09-06 08:13:00,9.99,USD,10.5,fraud,Fraud - Card Present,visa,US,starter,False,True,False,False,2024-11-22 08:13:00,resolved
cb_000250,tx_00011159,cust_008598,2024-03-20 11:07:00,2024-04-29 11:07:00,9.99,USD,4853,service,Cardholder Dispute,amex,US,starter,True,True,True,True,2024-06-12 11:07:00,escalated
cb_000251,tx_00011213,cust_005402,2024-05-23 01:26:00,2024-06-11 01:26:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,PK,starter,False,False,True,False,2024-08-21 01:26:00,pending
cb_000252,tx_00011267,cust_006855,2024-02-22 11:53:00,2024-03-10 11:53:00,29.99,USD,4837,fraud,No Cardholder Authorization,visa,RU,pro,False,False,True,True,2024-06-08 11:53:00,escalated
cb_000253,tx_00011382,cust_001134,2024-02-02 12:51:00,2024-03-10 12:51:00,99.99,USD,4837,fraud,No Cardholder Authorization,mastercard,RU,business,False,True,True,True,2024-05-18 12:51:00,escalated
cb_000254,tx_00011388,cust_001713,2024-10-24 00:56:00,2024-11-17 00:56:00,99.99,USD,4837,fraud,No Cardholder Authorization,visa,CA,business,False,True,False,,2025-01-17 00:56:00,resolved
cb_000255,tx_00011391,cust_007933,2024-04-09 19:29:00,2024-05-13 19:29:00,14.98,USD,10.5,fraud,Fraud - Card Present,amex,DE,starter,False,False,True,False,2024-07-24 19:29:00,escalated
cb_000256,tx_00011407,cust_007129,2024-03-12 07:39:00,2024-04-22 07:39:00,9.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,UK,starter,True,True,True,True,2024-07-08 07:39:00,resolved
cb_000257,tx_00011423,cust_001224,2024-03-31 11:43:00,2024-04-30 11:43:00,99.99,USD,13.3,service,Not as Described,mastercard,FR,business,True,True,True,,2024-06-15 11:43:00,pending
cb_000258,tx_00011459,cust_005536,2024-03-10 09:10:00,2024-04-01 09:10:00,9.99,USD,4853,service,Cardholder Dispute,amex,RU,starter,True,True,True,,2024-05-28 09:10:00,escalated
cb_000259,tx_00011462,cust_002010,2024-03-27 10:20:00,2024-04-14 10:20:00,9.99,USD,10.5,fraud,Fraud - Card Present,mastercard,UK,starter,True,True,True,,2024-07-01 10:20:00,escalated
cb_000260,tx_00011497,cust_003247,2024-11-30 08:49:00,2024-12-22 08:49:00,29.99,USD,10.5,fraud,Fraud - Card Present,mastercard,DE,pro,False,True,False,False,2025-03-04 08:49:00,resolved
cb_000261,tx_00011525,cust_005063,2024-08-08 06:14:00,2024-09-06 06:14:00,9.99,USD,4837,fraud,No Cardholder Authorization,mastercard,PK,starter,True,False,True,True,2024-11-30 06:14:00,resolved
cb_000262,tx_00011573,cust_001914,2024-03-15 15:18:00,2024-04-10 15:18:00,9.99,USD,13.1,service,Merchandise/Services Not Received,visa,US,starter,True,True,True,False,2024-06-09 15:18:00,pending
cb_000263,tx_00011606,cust_008196,2024-02-07 16:26:00,2024-03-23 16:26:00,9.99,USD,13.1,service,Merchandise/Services Not Received,visa,RU,starter,True,True,True,False,2024-05-30 16:26:00,escalated
cb_000264,tx_00011688,cust_001020,2024-08-28 13:45:00,2024-10-12 13:45:00,29.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,IN,pro,False,True,False,,2025-01-07 13:45:00,escalated
cb_000265,tx_00011691,cust_000313,2024-04-23 03:14:00,2024-05-27 03:14:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,US,starter,False,False,True,False,2024-08-13 03:14:00,pending
cb_000266,tx_00011696,cust_007164,2024-12-22 19:23:00,2025-01-25 19:23:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,FR,starter,False,True,False,,2025-03-15 19:23:00,pending
cb_000267,tx_00011708,cust_008683,2024-02-20 15:09:00,2024-03-25 15:09:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,RU,starter,False,True,True,,2024-05-12 15:09:00,pending
cb_000268,tx_00011897,cust_000598,2024-07-18 15:03:00,2024-08-05 15:03:00,9.99,USD,13.3,service,Not as Described,visa,DE,starter,True,True,True,True,2024-10-17 15:03:00,escalated
cb_000269,tx_00011927,cust_009007,2024-12-04 16:10:00,2025-01-17 16:10:00,9.99,USD,12.1,processing,Late Presentment,amex,US,starter,False,True,True,True,2025-03-07 16:10:00,resolved
cb_000270,tx_00011938,cust_009905,2024-06-29 15:29:00,2024-08-04 15:29:00,299.99,USD,13.3,service,Not as Described,mastercard,IN,enterprise,False,True,True,True,2024-09-22 15:29:00,resolved
cb_000271,tx_00011998,cust_002345,2024-07-25 23:15:00,2024-08-13 23:15:00,29.99,USD,10.5,fraud,Fraud - Card Present,mastercard,US,pro,False,True,False,False,2024-11-09 23:15:00,pending
cb_000272,tx_00012158,cust_008618,2024-10-31 13:29:00,2024-11-18 13:29:00,299.99,USD,10.4,fraud,Card Absent Environment,amex,FR,enterprise,True,True,False,,2025-02-03 13:29:00,pending
cb_000273,tx_00012159,cust_005548,2024-07-17 19:48:00,2024-08-08 19:48:00,9.99,USD,4853,service,Cardholder Dispute,mastercard,CA,starter,True,True,True,,2024-10-31 19:48:00,resolved
cb_000274,tx_00012163,cust_000870,2024-01-19 05:18:00,2024-02-16 05:18:00,9.99,USD,11.2,authorization,Declined Authorization,visa,DE,starter,True,True,False,False,2024-05-15 05:18:00,resolved
cb_000275,tx_00012174,cust_002448,2024-11-29 07:12:00,2024-12-21 07:12:00,9.99,USD,11.1,authorization,Card Recovery Bulletin,mastercard,UK,starter,True,False,True,,2025-03-18 07:12:00,escalated
cb_000276,tx_00012240,cust_004098,2024-08-26 06:19:00,2024-09-20 06:19:00,29.99,USD,13.3,service,Not as Described,visa,US,pro,True,True,True,False,2024-12-09 06:19:00,escalated
cb_000277,tx_00012272,cust_001654,2024-01-06 21:38:00,2024-02-12 21:38:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,US,pro,False,False,False,True,2024-04-24 21:38:00,escalated
cb_000278,tx_00012279,cust_006820,2024-09-24 08:06:00,2024-11-03 08:06:00,9.99,USD,10.4,fraud,Card Absent Environment,amex,CA,starter,False,True,True,False,2025-01-29 08:06:00,pending
cb_000279,tx_00012339,cust_009379,2024-10-19 18:47:00,2024-11-17 18:47:00,109.98,USD,13.1,service,Merchandise/Services Not Received,amex,CA,business,True,False,True,True,2025-01-05 18:47:00,resolved
cb_000280,tx_00012368,cust_002477,2024-09-21 05:57:00,2024-10-26 05:57:00,29.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,US,pro,False,False,False,True,2024-11-30 05:57:00,pending
cb_000281,tx_00012386,cust_004143,2024-07-04 13:28:00,2024-07-19 13:28:00,9.99,USD,11.2,authorization,Declined Authorization,visa,RU,starter,False,True,False,False,2024-09-28 13:28:00,pending
cb_000282,tx_00012478,cust_000986,2024-01-01 17:29:00,2024-01-19 17:29:00,9.99,USD,10.5,fraud,Fraud - Card Present,paypal,BR,starter,False,True,True,True,2024-02-24 17:29:00,escalated
cb_000283,tx_00012487,cust_003412,2024-02-22 05:11:00,2024-04-03 05:11:00,29.99,USD,4837,fraud,No Cardholder Authorization,mastercard,CA,pro,True,True,False,,2024-05-25 05:11:00,escalated
cb_000284,tx_00012555,cust_008921,2024-02-26 00:12:00,2024-04-07 00:12:00,29.99,USD,10.4,fraud,Card Absent Environment,visa,RU,pro,False,True,False,False,2024-06-03 00:12:00,escalated
cb_000285,tx_00012673,cust_008247,2024-04-18 04:51:00,2024-05-25 04:51:00,29.99,USD,13.3,service,Not as Described,visa,UK,pro,True,True,True,True,2024-07-10 04:51:00,pending
cb_000286,tx_00012785,cust_002820,2024-04-18 18:07:00,2024-05-06 18:07:00,99.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,PK,business,True,True,True,False,2024-07-06 18:07:00,escalated
cb_000287,tx_00012800,cust_005683,2024-07-15 19:51:00,2024-08-24 19:51:00,99.99,USD,12.1,processing,Late Presentment,visa,AU,business,True,True,False,True,2024-11-10 19:51:00,resolved
cb_000288,tx_00012804,cust_006343,2024-10-15 13:53:00,2024-11-08 13:53:00,99.99,USD,13.1,service,Merchandise/Services Not Received,amex,CA,business,True,True,True,False,2025-02-02 13:53:00,pending
cb_000289,tx_00012890,cust_001538,2024-12-28 09:58:00,2025-01-31 09:58:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,amex,DE,pro,False,True,False,,2025-04-05 09:58:00,escalated
cb_000290,tx_00012993,cust_004602,2024-05-04 22:01:00,2024-06-03 22:01:00,9.99,USD,4837,fraud,No Cardholder Authorization,visa,BR,starter,True,True,True,True,2024-07-28 22:01:00,escalated
cb_000291,tx_00013002,cust_008856,2024-05-24 21:10:00,2024-06-30 21:10:00,99.99,USD,13.1,service,Merchandise/Services Not Received,visa,US,business,True,True,True,,2024-08-30 21:10:00,resolved
cb_000292,tx_00013014,cust_002865,2024-08-21 09:05:00,2024-09-06 09:05:00,29.99,USD,4853,service,Cardholder Dispute,visa,CA,pro,False,True,False,True,2024-11-22 09:05:00,escalated
cb_000293,tx_00013025,cust_009545,2024-05-13 14:53:00,2024-06-23 14:53:00,29.99,USD,13.1,service,Merchandise/Services Not Received,visa,RU,pro,True,True,False,True,2024-09-11 14:53:00,escalated
cb_000294,tx_00013026,cust_008354,2024-05-28 15:56:00,2024-06-17 15:56:00,29.99,USD,11.2,authorization,Declined Authorization,amex,UK,pro,True,True,False,False,2024-08-15 15:56:00,escalated
cb_000295,tx_00013172,cust_003568,2024-07-26 12:11:00,2024-08-10 12:11:00,29.99,USD,13.1,service,Merchandise/Services Not Received,paypal,PK,pro,True,True,True,True,2024-10-04 12:11:00,escalated
cb_000296,tx_00013186,cust_007474,2024-09-06 01:50:00,2024-10-01 01:50:00,9.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,UK,starter,True,True,True,,2024-10-31 01:50:00,pending
cb_000297,tx_00013187,cust_006671,2024-06-17 01:04:00,2024-07-04 01:04:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,FR,starter,True,True,True,True,2024-09-05 01:04:00,pending
cb_000298,tx_00013231,cust_009187,2024-07-03 11:47:00,2024-08-15 11:47:00,9.99,USD,11.1,authorization,Card Recovery Bulletin,mastercard,US,starter,False,True,True,,2024-10-24 11:47:00,pending
cb_000299,tx_00013266,cust_006915,2024-09-26 03:27:00,2024-10-18 03:27:00,99.99,USD,4863,fraud,Cardholder Does Not Recognize,paypal,US,business,True,True,True,,2024-11-29 03:27:00,pending
cb_000300,tx_00013291,cust_001030,2024-01-23 03:04:00,2024-02-14 03:04:00,99.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,AU,business,True,True,True,False,2024-04-05 03:04:00,pending
cb_000301,tx_00013348,cust_000294,2024-03-09 07:43:00,2024-03-29 07:43:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,amex,BR,pro,False,True,False,True,2024-05-22 07:43:00,pending
cb_000302,tx_00013369,cust_001780,2024-12-26 14:45:00,2025-01-10 14:45:00,9.99,USD,11.2,authorization,Declined Authorization,mastercard,US,starter,True,True,False,False,2025-02-26 14:45:00,resolved
cb_000303,tx_00013386,cust_001516,2024-02-20 07:03:00,2024-03-27 07:03:00,9.99,USD,12.5,processing,Incorrect Amount,visa,US,starter,True,False,False,True,2024-05-03 07:03:00,pending
cb_000304,tx_00013404,cust_004577,2024-03-12 05:46:00,2024-03-30 05:46:00,9.99,USD,10.4,fraud,Card Absent Environment,mastercard,DE,starter,True,True,True,False,2024-05-11 05:46:00,pending
cb_000305,tx_00013484,cust_009902,2024-05-03 05:17:00,2024-05-18 05:17:00,99.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,FR,business,True,True,False,True,2024-08-02 05:17:00,pending
cb_000306,tx_00013488,cust_007639,2024-11-07 19:44:00,2024-12-02 19:44:00,29.99,USD,10.4,fraud,Card Absent Environment,mastercard,DE,pro,True,True,True,,2025-02-13 19:44:00,escalated
cb_000307,tx_00013544,cust_000264,2024-07-29 13:50:00,2024-09-12 13:50:00,9.99,USD,4837,fraud,No Cardholder Authorization,visa,NG,starter,True,True,True,,2024-11-23 13:50:00,pending
cb_000308,tx_00013551,cust_002789,2024-03-20 20:25:00,2024-05-01 20:25:00,9.99,USD,4837,fraud,No Cardholder Authorization,mastercard,US,starter,True,False,True,True,2024-06-26 20:25:00,pending
cb_000309,tx_00013594,cust_007481,2024-04-08 17:29:00,2024-04-30 17:29:00,29.99,USD,13.1,service,Merchandise/Services Not Received,visa,UK,pro,True,False,True,,2024-07-19 17:29:00,escalated
cb_000310,tx_00013632,cust_000093,2024-03-19 18:17:00,2024-04-11 18:17:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,CA,pro,True,True,True,,2024-06-10 18:17:00,escalated
cb_000311,tx_00013635,cust_007651,2024-06-01 18:08:00,2024-06-16 18:08:00,29.99,USD,10.4,fraud,Card Absent Environment,visa,UK,pro,True,True,True,,2024-09-05 18:08:00,pending
cb_000312,tx_00013642,cust_006920,2024-02-27 23:53:00,2024-03-14 23:53:00,9.99,USD,13.1,service,Merchandise/Services Not Received,paypal,NG,starter,True,False,True,True,2024-05-29 23:53:00,pending
cb_000313,tx_00013672,cust_006204,2024-10-28 08:49:00,2024-12-09 08:49:00,9.99,USD,4837,fraud,No Cardholder Authorization,amex,RU,starter,True,True,True,False,2025-01-21 08:49:00,escalated
cb_000314,tx_00013762,cust_004473,2024-02-11 05:04:00,2024-03-21 05:04:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,DE,starter,True,True,True,True,2024-05-20 05:04:00,pending
cb_000315,tx_00013793,cust_005323,2024-09-28 21:56:00,2024-10-15 21:56:00,29.99,USD,10.4,fraud,Card Absent Environment,visa,BR,pro,True,True,True,,2025-01-07 21:56:00,resolved
cb_000316,tx_00013830,cust_003721,2024-06-28 14:00:00,2024-07-27 14:00:00,9.99,USD,12.5,processing,Incorrect Amount,visa,FR,starter,True,False,True,,2024-09-19 14:00:00,resolved
cb_000317,tx_00013847,cust_001191,2024-12-25 22:43:00,2025-01-12 22:43:00,29.99,USD,13.1,service,Merchandise/Services Not Received,paypal,CA,pro,True,False,True,True,2025-03-12 22:43:00,resolved
cb_000318,tx_00013917,cust_008966,2024-08-07 18:55:00,2024-09-05 18:55:00,29.99,USD,10.5,fraud,Fraud - Card Present,mastercard,UK,pro,False,False,True,False,2024-10-06 18:55:00,pending
cb_000319,tx_00013925,cust_004542,2024-10-31 01:36:00,2024-11-20 01:36:00,99.99,USD,4834,processing,Duplicate Processing,mastercard,CA,business,True,True,True,True,2024-12-30 01:36:00,pending
cb_000320,tx_00013939,cust_001143,2024-12-07 17:38:00,2025-01-13 17:38:00,99.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,DE,business,True,False,False,True,2025-03-24 17:38:00,pending
cb_000321,tx_00014045,cust_006168,2024-04-25 12:34:00,2024-06-07 12:34:00,99.99,USD,10.5,fraud,Fraud - Card Present,visa,NG,business,False,True,False,False,2024-09-04 12:34:00,escalated
cb_000322,tx_00014134,cust_009375,2024-05-07 06:47:00,2024-06-16 06:47:00,29.99,USD,11.1,authorization,Card Recovery Bulletin,paypal,US,pro,True,True,False,,2024-08-24 06:47:00,resolved
cb_000323,tx_00014154,cust_005021,2024-04-20 06:03:00,2024-06-02 06:03:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,CA,starter,True,True,True,True,2024-08-21 06:03:00,escalated
cb_000324,tx_00014272,cust_000296,2024-06-04 09:14:00,2024-06-26 09:14:00,9.99,USD,12.5,processing,Incorrect Amount,mastercard,BR,starter,True,False,False,,2024-09-16 09:14:00,pending
cb_000325,tx_00014316,cust_002817,2024-09-29 12:43:00,2024-11-04 12:43:00,29.99,USD,13.3,service,Not as Described,mastercard,US,pro,False,False,False,True,2025-01-24 12:43:00,resolved
cb_000326,tx_00014357,cust_005666,2024-10-24 07:05:00,2024-11-28 07:05:00,29.99,USD,4837,fraud,No Cardholder Authorization,mastercard,BR,pro,True,True,True,True,2025-01-24 07:05:00,pending
cb_000327,tx_00014359,cust_007915,2024-06-15 09:38:00,2024-07-18 09:38:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,UK,starter,True,True,False,,2024-10-12 09:38:00,pending
cb_000328,tx_00014361,cust_004985,2024-07-16 19:51:00,2024-08-13 19:51:00,29.99,USD,13.3,service,Not as Described,visa,US,pro,True,False,True,True,2024-09-19 19:51:00,pending
cb_000329,tx_00014397,cust_004529,2024-06-27 00:10:00,2024-08-10 00:10:00,9.99,USD,4837,fraud,No Cardholder Authorization,mastercard,IN,starter,False,True,True,True,2024-09-15 00:10:00,escalated
cb_000330,tx_00014414,cust_000014,2024-07-09 20:18:00,2024-08-13 20:18:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,US,pro,True,True,True,,2024-10-21 20:18:00,escalated
cb_000331,tx_00014447,cust_001994,2024-03-07 11:23:00,2024-04-21 11:23:00,29.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,NG,pro,False,True,True,,2024-07-06 11:23:00,resolved
cb_000332,tx_00014488,cust_005989,2024-05-08 05:48:00,2024-06-04 05:48:00,99.99,USD,11.1,authorization,Card Recovery Bulletin,visa,NG,business,True,True,True,False,2024-08-01 05:48:00,pending
cb_000333,tx_00014506,cust_001909,2024-05-01 04:53:00,2024-06-01 04:53:00,29.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,UK,pro,False,True,True,,2024-07-12 04:53:00,resolved
cb_000334,tx_00014604,cust_004778,2024-06-06 16:37:00,2024-07-19 16:37:00,9.99,USD,13.3,service,Not as Described,mastercard,US,starter,True,True,True,True,2024-09-02 16:37:00,pending
cb_000335,tx_00014755,cust_005678,2024-08-08 09:46:00,2024-09-16 09:46:00,109.98,USD,13.3,service,Not as Described,visa,UK,business,True,True,True,False,2024-10-24 09:46:00,resolved
cb_000336,tx_00014786,cust_001974,2024-09-20 23:55:00,2024-10-21 23:55:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,PK,starter,False,False,True,,2024-12-21 23:55:00,pending
cb_000337,tx_00014861,cust_007362,2024-06-30 12:24:00,2024-08-13 12:24:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,US,starter,True,True,False,False,2024-10-19 12:24:00,resolved
cb_000338,tx_00014986,cust_007472,2024-10-09 15:39:00,2024-10-26 15:39:00,99.99,USD,4863,fraud,Cardholder Does Not Recognize,amex,NG,business,True,True,True,False,2024-11-28 15:39:00,pending
cb_000339,tx_00015022,cust_006338,2024-05-09 22:34:00,2024-05-30 22:34:00,49.98,USD,10.5,fraud,Fraud - Card Present,visa,US,pro,False,True,False,True,2024-06-29 22:34:00,resolved
cb_000340,tx_00015099,cust_002462,2024-11-19 09:37:00,2024-12-26 09:37:00,29.99,USD,4837,fraud,No Cardholder Authorization,mastercard,DE,pro,True,True,False,True,2025-02-03 09:37:00,resolved
cb_000341,tx_00015117,cust_007825,2024-10-02 17:05:00,2024-11-01 17:05:00,29.98,USD,13.1,service,Merchandise/Services Not Received,visa,US,starter,True,True,False,,2024-12-28 17:05:00,resolved
cb_000342,tx_00015126,cust_000027,2024-11-30 16:50:00,2024-12-17 16:50:00,9.99,USD,10.4,fraud,Card Absent Environment,visa,US,starter,False,False,True,False,2025-02-05 16:50:00,escalated
cb_000343,tx_00015155,cust_004021,2024-02-03 18:52:00,2024-02-29 18:52:00,9.99,USD,4853,service,Cardholder Dispute,mastercard,IN,starter,False,True,True,,2024-04-15 18:52:00,resolved
cb_000344,tx_00015182,cust_005369,2024-11-14 01:38:00,2024-12-21 01:38:00,29.99,USD,13.1,service,Merchandise/Services Not Received,visa,CA,pro,True,True,True,True,2025-01-21 01:38:00,pending
cb_000345,tx_00015184,cust_008446,2024-04-10 02:07:00,2024-05-21 02:07:00,29.99,USD,13.3,service,Not as Described,mastercard,CA,pro,False,True,True,,2024-07-06 02:07:00,resolved
cb_000346,tx_00015278,cust_008790,2024-10-26 11:12:00,2024-12-07 11:12:00,299.99,USD,4837,fraud,No Cardholder Authorization,amex,UK,enterprise,False,False,False,False,2025-03-02 11:12:00,escalated
cb_000347,tx_00015282,cust_009479,2024-09-03 05:16:00,2024-09-24 05:16:00,29.99,USD,13.1,service,Merchandise/Services Not Received,amex,IN,pro,False,True,False,,2024-12-07 05:16:00,escalated
cb_000348,tx_00015378,cust_007422,2024-09-05 23:52:00,2024-10-07 23:52:00,29.99,USD,10.5,fraud,Fraud - Card Present,mastercard,UK,pro,False,True,False,False,2024-12-05 23:52:00,escalated
cb_000349,tx_00015400,cust_004647,2024-06-04 03:37:00,2024-06-25 03:37:00,9.99,USD,4837,fraud,No Cardholder Authorization,visa,UK,starter,True,False,True,True,2024-08-02 03:37:00,pending
cb_000350,tx_00015435,cust_008442,2024-05-17 04:30:00,2024-06-04 04:30:00,9.99,USD,13.1,service,Merchandise/Services Not Received,amex,US,starter,False,True,True,True,2024-08-14 04:30:00,pending
cb_000351,tx_00015453,cust_008446,2024-07-05 15:29:00,2024-07-31 15:29:00,99.99,USD,4837,fraud,No Cardholder Authorization,mastercard,BR,business,True,True,False,False,2024-09-01 15:29:00,resolved
cb_000352,tx_00015485,cust_007036,2024-09-11 09:08:00,2024-10-23 09:08:00,29.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,US,pro,True,True,True,False,2025-01-12 09:08:00,pending
cb_000353,tx_00015569,cust_001232,2024-08-26 17:07:00,2024-09-15 17:07:00,99.99,USD,13.1,service,Merchandise/Services Not Received,visa,US,business,False,False,True,False,2024-11-05 17:07:00,escalated
cb_000354,tx_00015587,cust_001475,2024-12-24 08:18:00,2025-01-10 08:18:00,99.99,USD,4837,fraud,No Cardholder Authorization,visa,DE,business,True,True,True,,2025-02-10 08:18:00,resolved
cb_000355,tx_00015603,cust_003918,2024-09-16 09:44:00,2024-10-22 09:44:00,29.99,USD,10.4,fraud,Card Absent Environment,mastercard,UK,pro,False,True,False,True,2024-12-08 09:44:00,escalated
cb_000356,tx_00015696,cust_007129,2024-02-25 16:45:00,2024-04-09 16:45:00,29.99,USD,10.5,fraud,Fraud - Card Present,mastercard,AU,pro,False,False,False,,2024-06-09 16:45:00,resolved
cb_000357,tx_00015722,cust_004714,2024-01-18 09:54:00,2024-02-06 09:54:00,9.99,USD,10.4,fraud,Card Absent Environment,mastercard,RU,starter,False,True,True,True,2024-03-20 09:54:00,pending
cb_000358,tx_00015766,cust_001867,2024-02-20 05:45:00,2024-04-04 05:45:00,9.99,USD,13.1,service,Merchandise/Services Not Received,visa,NG,starter,True,True,True,True,2024-06-21 05:45:00,pending
cb_000359,tx_00015769,cust_002235,2024-07-09 03:18:00,2024-07-30 03:18:00,9.99,USD,4837,fraud,No Cardholder Authorization,mastercard,IN,starter,False,False,True,,2024-09-15 03:18:00,escalated
cb_000360,tx_00015891,cust_001468,2024-02-26 21:50:00,2024-03-22 21:50:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,US,starter,True,True,False,False,2024-04-27 21:50:00,resolved
cb_000361,tx_00015940,cust_000065,2024-06-25 10:03:00,2024-07-20 10:03:00,99.99,USD,10.5,fraud,Fraud - Card Present,mastercard,BR,business,False,True,True,False,2024-10-17 10:03:00,escalated
cb_000362,tx_00015959,cust_001195,2024-08-13 02:51:00,2024-09-14 02:51:00,29.99,USD,11.2,authorization,Declined Authorization,amex,IN,pro,True,True,False,,2024-10-19 02:51:00,escalated
cb_000363,tx_00015960,cust_001841,2024-10-22 08:36:00,2024-11-16 08:36:00,29.99,USD,11.1,authorization,Card Recovery Bulletin,amex,BR,pro,False,True,True,,2024-12-18 08:36:00,escalated
cb_000364,tx_00016021,cust_007266,2024-09-16 16:25:00,2024-10-23 16:25:00,9.99,USD,4853,service,Cardholder Dispute,amex,US,starter,True,False,True,,2025-01-01 16:25:00,escalated
cb_000365,tx_00016058,cust_001520,2024-05-14 12:08:00,2024-06-27 12:08:00,29.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,US,pro,False,True,False,True,2024-08-21 12:08:00,escalated
cb_000366,tx_00016130,cust_007385,2024-01-07 22:04:00,2024-02-03 22:04:00,9.99,USD,4853,service,Cardholder Dispute,amex,PK,starter,True,True,True,False,2024-04-02 22:04:00,pending
cb_000367,tx_00016179,cust_009145,2024-12-08 14:19:00,2025-01-13 14:19:00,29.99,USD,10.4,fraud,Card Absent Environment,amex,CA,pro,True,True,True,True,2025-02-21 14:19:00,resolved
cb_000368,tx_00016260,cust_009433,2024-07-14 03:29:00,2024-08-25 03:29:00,29.99,USD,12.1,processing,Late Presentment,mastercard,FR,pro,True,True,True,True,2024-09-24 03:29:00,escalated
cb_000369,tx_00016324,cust_006803,2024-06-01 21:59:00,2024-06-29 21:59:00,14.98,USD,10.5,fraud,Fraud - Card Present,amex,US,starter,True,True,False,True,2024-08-20 21:59:00,resolved
cb_000370,tx_00016359,cust_006640,2024-05-31 21:42:00,2024-06-29 21:42:00,29.99,USD,13.1,service,Merchandise/Services Not Received,mastercard,US,pro,True,True,True,True,2024-08-23 21:42:00,escalated
cb_000371,tx_00016361,cust_005703,2024-04-16 18:04:00,2024-05-14 18:04:00,9.99,USD,13.3,service,Not as Described,visa,IN,starter,True,True,True,True,2024-07-25 18:04:00,pending
cb_000372,tx_00016369,cust_001014,2024-05-16 13:18:00,2024-06-10 13:18:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,visa,UK,starter,True,True,True,True,2024-07-21 13:18:00,escalated
cb_000373,tx_00016479,cust_005593,2024-11-27 08:39:00,2025-01-01 08:39:00,9.99,USD,4863,fraud,Cardholder Does Not Recognize,mastercard,PK,starter,False,True,True,False,2025-02-07 08:39:00,escalated
cb_000374,tx_00016523,cust_004371,2024-03-11 23:25:00,2024-04-12 23:25:00,9.99,USD,13.1,service,Merchandise/Services Not Received,visa,IN,starter,False,True,True,,2024-06-17 23:25:00,pending
cb_000375,tx_00016532,cust_002957,2024-05-10 10:58:00,2024-05-27 10:58:00,99.99,USD,13.3,service,Not as Described,mastercard,US,business,True,False,True,,2024-07-02 10:58:00,resolved
cb_000376,tx_00016545,cust_009475,2024-07-09 08:22:00,2024-07-26 08:22:00,29.98,USD,10.4,fraud,Card Absent Environment,mastercard,CA,starter,True,True,True,True,2024-09-08 08:22:00,resolved
cb_000377,tx_00016643,cust_000165,2024-12-31 08:22:00,2025-01-27 08:22:00,49.98,USD,13.1,service,Merchandise/Services Not Received,visa,PK,pro,True,True,False,,2025-04-23 08:22:00,resolved
