user_id,signup_date,signup_month,source,device,country,ab_variant,engagement_score
2965,2025-04-15,2025-04,google_ads,desktop,AU,variant_b,1.1
2966,2025-07-09,2025-07,email_campaign,desktop,BR,variant_b,0.968
2967,2025-06-10,2025-06,referral,desktop,US,control,1.54
2968,2025-07-31,2025-07,facebook_ads,mobile,Other,control,0.578
2969,2025-01-24,2025-01,google_ads,mobile,BR,variant_b,0.68
2970,2025-10-16,2025-10,referral,desktop,FR,variant_b,1.463
2971,2025-04-24,2025-04,google_ads,desktop,US,control,1.1
2972,2025-03-16,2025-03,facebook_ads,desktop,US,control,0.88
2973,2025-01-09,2025-01,facebook_ads,desktop,FR,control,0.836
2974,2025-05-14,2025-05,organic,mobile,US,control,1.02
2975,2025-10-11,2025-10,organic,mobile,CA,control,1.02
2976,2025-10-27,2025-10,organic,tablet,CA,control,1.14
2977,2025-10-24,2025-10,facebook_ads,mobile,AU,control,0.68
2978,2025-08-02,2025-08,google_ads,desktop,Other,variant_a,0.935
2979,2025-06-01,2025-06,organic,tablet,Other,variant_b,0.969
2980,2025-03-20,2025-03,email_campaign,tablet,US,variant_b,1.045
2981,2025-04-11,2025-04,referral,desktop,US,variant_b,1.54
2982,2025-06-18,2025-06,google_ads,mobile,US,control,0.85
2983,2025-04-28,2025-04,google_ads,desktop,CA,variant_a,1.1
2984,2025-07-14,2025-07,organic,desktop,UK,control,1.386
2985,2025-10-19,2025-10,referral,desktop,US,control,1.54
2986,2025-05-06,2025-05,organic,desktop,US,variant_b,1.32
2987,2025-09-13,2025-09,email_campaign,mobile,US,control,0.935
2988,2025-10-09,2025-10,google_ads,mobile,Other,control,0.722
2989,2025-12-02,2025-12,organic,mobile,BR,variant_b,0.816
2990,2025-12-17,2025-12,facebook_ads,tablet,DE,variant_b,0.836
2991,2025-06-22,2025-06,direct,mobile,US,control,0.85
2992,2025-05-12,2025-05,google_ads,mobile,IN,control,0.637
2993,2025-09-08,2025-09,google_ads,mobile,US,control,0.85
2994,2025-11-25,2025-11,google_ads,mobile,US,variant_b,0.85
2995,2025-09-09,2025-09,google_ads,tablet,UK,control,0.997
2996,2025-08-24,2025-08,organic,desktop,DE,control,1.452
2997,2025-03-28,2025-03,google_ads,mobile,US,control,0.85
2998,2025-06-30,2025-06,referral,tablet,US,control,1.33
2999,2025-03-28,2025-03,direct,desktop,Other,control,0.935
3000,2025-03-13,2025-03,email_campaign,desktop,Other,control,1.029
3001,2025-10-07,2025-10,facebook_ads,desktop,US,variant_b,0.88
3002,2025-09-08,2025-09,google_ads,tablet,UK,variant_b,0.997
3003,2025-04-05,2025-04,google_ads,tablet,Other,control,0.807
3004,2025-10-05,2025-10,email_campaign,mobile,US,variant_a,0.935
3005,2025-11-25,2025-11,organic,mobile,US,control,1.02
3006,2025-01-31,2025-01,google_ads,mobile,IN,variant_b,0.637
3007,2025-09-26,2025-09,google_ads,desktop,CA,variant_a,1.1
3008,2025-01-18,2025-01,google_ads,desktop,DE,control,1.21
3009,2025-02-08,2025-02,referral,mobile,IN,variant_a,0.892
3010,2025-12-09,2025-12,organic,mobile,DE,control,1.122
3011,2025-01-25,2025-01,facebook_ads,desktop,BR,control,0.704
3012,2025-01-04,2025-01,facebook_ads,desktop,UK,variant_b,0.924
3013,2025-07-31,2025-07,referral,desktop,US,control,1.54
3014,2025-03-12,2025-03,facebook_ads,mobile,CA,variant_a,0.68
3015,2025-11-19,2025-11,referral,desktop,US,variant_a,1.54
3016,2025-04-29,2025-04,direct,mobile,DE,variant_a,0.935
3017,2025-02-04,2025-02,email_campaign,desktop,US,variant_b,1.21
3018,2025-12-29,2025-12,email_campaign,desktop,UK,control,1.271
3019,2025-03-19,2025-03,organic,tablet,UK,variant_b,1.197
3020,2025-01-05,2025-01,organic,mobile,US,variant_b,1.02
3021,2025-04-22,2025-04,facebook_ads,mobile,US,control,0.68
3022,2025-09-16,2025-09,organic,desktop,FR,variant_a,1.254
3023,2025-08-22,2025-08,facebook_ads,mobile,US,control,0.68
3024,2025-07-11,2025-07,organic,mobile,FR,control,0.969
3025,2025-01-31,2025-01,organic,mobile,CA,variant_a,1.02
3026,2025-11-13,2025-11,google_ads,desktop,Other,variant_b,0.935
3027,2025-11-23,2025-11,google_ads,mobile,AU,control,0.85
3028,2025-12-08,2025-12,google_ads,desktop,US,variant_a,1.1
3029,2025-11-12,2025-11,google_ads,mobile,Other,control,0.722
3030,2025-09-05,2025-09,google_ads,mobile,AU,variant_b,0.85
3031,2025-12-04,2025-12,google_ads,mobile,DE,variant_b,0.935
3032,2025-09-07,2025-09,google_ads,tablet,US,variant_b,0.95
3033,2025-01-09,2025-01,facebook_ads,mobile,FR,control,0.646
3034,2025-01-04,2025-01,google_ads,desktop,US,control,1.1
3035,2025-09-30,2025-09,referral,mobile,US,variant_b,1.19
3036,2025-10-10,2025-10,facebook_ads,tablet,FR,control,0.722
3037,2025-07-30,2025-07,google_ads,mobile,US,control,0.85
3038,2025-01-07,2025-01,organic,desktop,UK,control,1.386
3039,2025-01-09,2025-01,organic,mobile,DE,control,1.122
3040,2025-09-29,2025-09,organic,desktop,UK,control,1.386
3041,2025-05-21,2025-05,google_ads,mobile,DE,control,0.935
3042,2025-10-02,2025-10,google_ads,mobile,IN,variant_b,0.637
3043,2025-05-27,2025-05,facebook_ads,desktop,UK,variant_b,0.924
3044,2025-01-09,2025-01,organic,tablet,FR,variant_a,1.083
3045,2025-09-15,2025-09,organic,mobile,UK,control,1.071
3046,2025-12-24,2025-12,google_ads,mobile,DE,control,0.935
3047,2025-12-12,2025-12,organic,mobile,CA,variant_a,1.02
3048,2025-08-09,2025-08,google_ads,desktop,DE,control,1.21
3049,2025-04-02,2025-04,email_campaign,mobile,US,control,0.935
3050,2025-02-24,2025-02,referral,desktop,US,variant_a,1.54
3051,2025-02-19,2025-02,google_ads,mobile,US,variant_b,0.85
3052,2025-09-26,2025-09,organic,desktop,IN,variant_a,0.99
3053,2025-03-18,2025-03,google_ads,desktop,FR,variant_a,1.045
3054,2025-05-04,2025-05,direct,tablet,FR,control,0.902
3055,2025-04-09,2025-04,google_ads,mobile,US,control,0.85
3056,2025-11-14,2025-11,organic,desktop,US,control,1.32
3057,2025-09-27,2025-09,referral,mobile,US,control,1.19
3058,2025-05-10,2025-05,facebook_ads,desktop,FR,variant_b,0.836
3059,2025-07-01,2025-07,organic,desktop,UK,variant_b,1.386
3060,2025-05-17,2025-05,referral,mobile,US,variant_b,1.19
3061,2025-07-23,2025-07,organic,desktop,IN,variant_b,0.99
3062,2025-02-10,2025-02,organic,desktop,US,control,1.32
3063,2025-07-11,2025-07,organic,tablet,FR,variant_b,1.083
3064,2025-07-27,2025-07,referral,mobile,AU,variant_a,1.19
3065,2025-08-24,2025-08,google_ads,mobile,DE,variant_b,0.935
3066,2025-10-17,2025-10,direct,desktop,AU,control,1.1
3067,2025-05-05,2025-05,referral,desktop,US,control,1.54
3068,2025-12-23,2025-12,facebook_ads,desktop,Other,control,0.748
3069,2025-04-26,2025-04,email_campaign,mobile,US,control,0.935
3070,2025-06-03,2025-06,facebook_ads,mobile,FR,control,0.646
3071,2025-12-17,2025-12,google_ads,tablet,US,control,0.95
3072,2025-02-11,2025-02,google_ads,mobile,AU,control,0.85
3073,2025-12-01,2025-12,organic,desktop,UK,control,1.386
3074,2025-11-29,2025-11,direct,mobile,US,variant_b,0.85
3075,2025-01-17,2025-01,google_ads,mobile,US,control,0.85
3076,2025-02-17,2025-02,email_campaign,mobile,US,variant_a,0.935
3077,2025-07-27,2025-07,email_campaign,desktop,DE,variant_b,1.331
3078,2025-07-14,2025-07,organic,mobile,FR,variant_a,0.969
3079,2025-07-13,2025-07,google_ads,desktop,CA,control,1.1
3080,2025-10-10,2025-10,google_ads,desktop,US,variant_b,1.1
3081,2025-09-01,2025-09,google_ads,tablet,US,variant_a,0.95
3082,2025-01-29,2025-01,organic,mobile,AU,control,1.02
3083,2025-11-23,2025-11,email_campaign,desktop,FR,variant_b,1.15
3084,2025-01-05,2025-01,email_campaign,tablet,US,control,1.045
3085,2025-12-26,2025-12,organic,mobile,AU,control,1.02
3086,2025-03-29,2025-03,facebook_ads,desktop,US,variant_a,0.88
3087,2025-02-12,2025-02,google_ads,mobile,US,variant_b,0.85
3088,2025-09-13,2025-09,organic,desktop,FR,variant_b,1.254
3089,2025-08-11,2025-08,google_ads,desktop,DE,control,1.21
3090,2025-11-27,2025-11,referral,mobile,US,control,1.19
3091,2025-06-19,2025-06,referral,desktop,FR,control,1.463
3092,2025-10-17,2025-10,facebook_ads,desktop,BR,control,0.704
3093,2025-02-18,2025-02,google_ads,mobile,US,control,0.85
3094,2025-09-28,2025-09,google_ads,desktop,Other,variant_b,0.935
3095,2025-01-22,2025-01,organic,mobile,DE,variant_b,1.122
3096,2025-04-28,2025-04,google_ads,mobile,DE,control,0.935
3097,2025-04-19,2025-04,google_ads,desktop,AU,control,1.1
3098,2025-12-21,2025-12,direct,desktop,CA,variant_b,1.1
3099,2025-10-18,2025-10,facebook_ads,mobile,BR,control,0.544
3100,2025-09-01,2025-09,facebook_ads,desktop,DE,control,0.968
3101,2025-05-19,2025-05,facebook_ads,mobile,UK,control,0.714
3102,2025-01-24,2025-01,direct,desktop,US,control,1.1
3103,2025-02-08,2025-02,direct,tablet,FR,variant_b,0.902
3104,2025-12-17,2025-12,organic,tablet,US,control,1.14
3105,2025-05-24,2025-05,organic,mobile,AU,control,1.02
3106,2025-10-06,2025-10,direct,desktop,US,control,1.1
3107,2025-10-16,2025-10,facebook_ads,mobile,UK,variant_a,0.714
3108,2025-12-03,2025-12,google_ads,mobile,Other,control,0.722
3109,2025-01-17,2025-01,email_campaign,mobile,US,variant_b,0.935
3110,2025-04-02,2025-04,google_ads,desktop,US,control,1.1
3111,2025-06-11,2025-06,referral,mobile,Other,control,1.011
3112,2025-01-09,2025-01,organic,desktop,DE,variant_b,1.452
3113,2025-04-17,2025-04,facebook_ads,desktop,IN,variant_b,0.66
3114,2025-10-28,2025-10,organic,mobile,US,control,1.02
3115,2025-03-15,2025-03,organic,mobile,UK,control,1.071
3116,2025-12-31,2025-12,organic,mobile,Other,variant_b,0.867
3117,2025-07-23,2025-07,google_ads,desktop,US,control,1.1
3118,2025-02-09,2025-02,facebook_ads,mobile,CA,variant_a,0.68
3119,2025-06-03,2025-06,google_ads,desktop,CA,control,1.1
3120,2025-03-25,2025-03,organic,desktop,US,control,1.32
3121,2025-10-16,2025-10,referral,mobile,US,control,1.19
3122,2025-05-04,2025-05,facebook_ads,desktop,UK,control,0.924
3123,2025-10-18,2025-10,organic,mobile,BR,control,0.816
3124,2025-07-19,2025-07,google_ads,desktop,US,variant_b,1.1
3125,2025-12-13,2025-12,facebook_ads,mobile,AU,variant_b,0.68
3126,2025-10-04,2025-10,referral,desktop,US,variant_a,1.54
3127,2025-06-19,2025-06,google_ads,tablet,FR,variant_b,0.902
3128,2025-07-16,2025-07,organic,mobile,US,variant_b,1.02
3129,2025-03-13,2025-03,organic,mobile,AU,control,1.02
3130,2025-12-19,2025-12,google_ads,tablet,UK,variant_a,0.997
3131,2025-02-10,2025-02,organic,mobile,FR,control,0.969
3132,2025-09-14,2025-09,organic,mobile,US,control,1.02
3133,2025-06-27,2025-06,facebook_ads,desktop,US,variant_a,0.88
3134,2025-01-28,2025-01,organic,desktop,US,variant_a,1.32
3135,2025-02-20,2025-02,facebook_ads,mobile,US,control,0.68
3136,2025-08-12,2025-08,organic,desktop,Other,control,1.122
3137,2025-04-29,2025-04,google_ads,desktop,FR,variant_a,1.045
3138,2025-02-08,2025-02,facebook_ads,mobile,UK,control,0.714
3139,2025-06-24,2025-06,google_ads,mobile,FR,variant_a,0.807
3140,2025-11-06,2025-11,facebook_ads,mobile,IN,variant_a,0.51
3141,2025-11-11,2025-11,referral,desktop,FR,variant_b,1.463
3142,2025-11-01,2025-11,google_ads,mobile,CA,control,0.85
3143,2025-07-23,2025-07,facebook_ads,desktop,Other,variant_b,0.748
3144,2025-06-17,2025-06,organic,desktop,DE,control,1.452
3145,2025-01-16,2025-01,organic,mobile,UK,control,1.071
3146,2025-11-21,2025-11,referral,tablet,AU,variant_b,1.33
3147,2025-05-20,2025-05,organic,desktop,US,variant_b,1.32
3148,2025-08-19,2025-08,email_campaign,mobile,IN,variant_a,0.701
3149,2025-09-09,2025-09,google_ads,desktop,US,control,1.1
3150,2025-04-27,2025-04,facebook_ads,desktop,DE,variant_a,0.968
3151,2025-07-02,2025-07,google_ads,mobile,UK,control,0.892
3152,2025-10-11,2025-10,referral,mobile,FR,variant_b,1.13
3153,2025-07-12,2025-07,email_campaign,mobile,US,control,0.935
3154,2025-08-10,2025-08,google_ads,desktop,Other,variant_a,0.935
3155,2025-04-06,2025-04,organic,desktop,US,variant_a,1.32
3156,2025-12-15,2025-12,facebook_ads,mobile,Other,control,0.578
3157,2025-10-27,2025-10,google_ads,desktop,UK,variant_b,1.155
3158,2025-12-05,2025-12,facebook_ads,mobile,UK,control,0.714
3159,2025-07-14,2025-07,organic,mobile,CA,control,1.02
3160,2025-02-13,2025-02,facebook_ads,mobile,UK,variant_a,0.714
3161,2025-11-13,2025-11,google_ads,mobile,AU,variant_b,0.85
3162,2025-06-01,2025-06,google_ads,desktop,US,control,1.1
3163,2025-05-07,2025-05,facebook_ads,tablet,UK,control,0.798
3164,2025-02-07,2025-02,google_ads,mobile,US,control,0.85
3165,2025-02-12,2025-02,facebook_ads,desktop,DE,variant_b,0.968
3166,2025-05-18,2025-05,google_ads,mobile,FR,variant_a,0.807
3167,2025-03-20,2025-03,google_ads,desktop,BR,variant_b,0.88
3168,2025-07-14,2025-07,google_ads,desktop,US,control,1.1
3169,2025-12-31,2025-12,facebook_ads,desktop,US,variant_b,0.88
3170,2025-11-21,2025-11,google_ads,mobile,CA,control,0.85
3171,2025-03-20,2025-03,facebook_ads,mobile,UK,control,0.714
3172,2025-07-19,2025-07,google_ads,tablet,FR,control,0.902
3173,2025-06-12,2025-06,facebook_ads,desktop,DE,variant_a,0.968
3174,2025-07-04,2025-07,google_ads,mobile,CA,variant_a,0.85
3175,2025-02-24,2025-02,organic,mobile,Other,control,0.867
3176,2025-02-16,2025-02,google_ads,desktop,AU,variant_a,1.1
3177,2025-01-03,2025-01,organic,mobile,US,variant_b,1.02
3178,2025-06-07,2025-06,google_ads,desktop,US,control,1.1
3179,2025-08-16,2025-08,facebook_ads,mobile,US,control,0.68
3180,2025-07-04,2025-07,organic,mobile,CA,control,1.02
3181,2025-05-19,2025-05,facebook_ads,desktop,Other,variant_b,0.748
3182,2025-02-22,2025-02,facebook_ads,tablet,BR,variant_b,0.608
3183,2025-03-09,2025-03,facebook_ads,desktop,US,control,0.88
3184,2025-02-14,2025-02,facebook_ads,desktop,US,control,0.88
3185,2025-04-06,2025-04,organic,mobile,Other,variant_a,0.867
3186,2025-08-09,2025-08,facebook_ads,mobile,UK,control,0.714
3187,2025-08-18,2025-08,email_campaign,desktop,US,variant_b,1.21
3188,2025-10-13,2025-10,organic,desktop,US,control,1.32
3189,2025-10-12,2025-10,organic,desktop,FR,variant_b,1.254
3190,2025-09-20,2025-09,google_ads,mobile,US,control,0.85
3191,2025-07-28,2025-07,organic,mobile,UK,variant_a,1.071
3192,2025-02-22,2025-02,referral,mobile,FR,variant_b,1.13
3193,2025-01-14,2025-01,google_ads,desktop,CA,variant_a,1.1
3194,2025-02-15,2025-02,organic,desktop,UK,control,1.386
3195,2025-07-01,2025-07,organic,tablet,AU,control,1.14
3196,2025-10-11,2025-10,facebook_ads,mobile,US,control,0.68
3197,2025-02-17,2025-02,google_ads,mobile,US,variant_b,0.85
3198,2025-11-02,2025-11,google_ads,desktop,US,control,1.1
3199,2025-11-03,2025-11,referral,tablet,UK,variant_b,1.396
3200,2025-06-16,2025-06,referral,mobile,FR,control,1.13
3201,2025-07-17,2025-07,facebook_ads,desktop,CA,control,0.88
3202,2025-01-07,2025-01,referral,mobile,US,control,1.19
3203,2025-05-30,2025-05,google_ads,mobile,US,variant_a,0.85
3204,2025-07-31,2025-07,google_ads,desktop,US,control,1.1
3205,2025-07-18,2025-07,referral,tablet,UK,variant_a,1.396
3206,2025-02-13,2025-02,organic,mobile,US,variant_a,1.02
3207,2025-10-14,2025-10,email_campaign,desktop,AU,control,1.21
3208,2025-05-05,2025-05,google_ads,desktop,UK,control,1.155
3209,2025-10-20,2025-10,google_ads,desktop,US,variant_a,1.1
3210,2025-09-24,2025-09,email_campaign,desktop,US,control,1.21
3211,2025-03-28,2025-03,email_campaign,mobile,UK,control,0.982
3212,2025-12-17,2025-12,google_ads,desktop,Other,variant_b,0.935
3213,2025-07-14,2025-07,organic,mobile,US,control,1.02
3214,2025-03-28,2025-03,email_campaign,mobile,US,control,0.935
3215,2025-03-13,2025-03,referral,mobile,UK,control,1.25
3216,2025-05-18,2025-05,google_ads,tablet,DE,control,1.045
3217,2025-06-04,2025-06,google_ads,mobile,US,control,0.85
3218,2025-05-18,2025-05,facebook_ads,mobile,CA,variant_b,0.68
3219,2025-09-10,2025-09,google_ads,desktop,Other,control,0.935
3220,2025-03-16,2025-03,facebook_ads,mobile,DE,control,0.748
3221,2025-02-02,2025-02,referral,mobile,DE,control,1.309
3222,2025-03-27,2025-03,organic,desktop,US,control,1.32
3223,2025-08-11,2025-08,direct,mobile,FR,variant_a,0.807
3224,2025-05-22,2025-05,organic,tablet,UK,control,1.197
3225,2025-08-04,2025-08,google_ads,mobile,IN,control,0.637
3226,2025-06-03,2025-06,email_campaign,desktop,US,variant_b,1.21
3227,2025-09-05,2025-09,email_campaign,mobile,DE,variant_b,1.029
3228,2025-02-09,2025-02,referral,mobile,DE,variant_b,1.309
3229,2025-07-04,2025-07,direct,desktop,BR,control,0.88
3230,2025-05-09,2025-05,google_ads,mobile,US,variant_a,0.85
3231,2025-05-07,2025-05,email_campaign,desktop,UK,variant_b,1.271
3232,2025-11-17,2025-11,google_ads,desktop,UK,variant_a,1.155
3233,2025-09-11,2025-09,facebook_ads,mobile,UK,variant_b,0.714
3234,2025-11-01,2025-11,google_ads,desktop,FR,variant_a,1.045
3235,2025-11-12,2025-11,facebook_ads,desktop,US,control,0.88
3236,2025-04-11,2025-04,google_ads,mobile,US,variant_b,0.85
3237,2025-08-23,2025-08,google_ads,desktop,DE,control,1.21
3238,2025-02-24,2025-02,email_campaign,desktop,UK,variant_b,1.271
3239,2025-03-11,2025-03,facebook_ads,desktop,UK,variant_a,0.924
3240,2025-06-05,2025-06,direct,mobile,US,variant_b,0.85
3241,2025-01-04,2025-01,organic,desktop,BR,control,1.056
3242,2025-07-22,2025-07,organic,desktop,UK,variant_a,1.386
3243,2025-06-20,2025-06,facebook_ads,desktop,DE,variant_b,0.968
3244,2025-11-14,2025-11,referral,desktop,Other,variant_a,1.309
3245,2025-07-14,2025-07,organic,desktop,US,variant_a,1.32
3246,2025-06-18,2025-06,organic,mobile,US,variant_b,1.02
3247,2025-08-14,2025-08,google_ads,tablet,Other,control,0.807
3248,2025-06-21,2025-06,google_ads,desktop,Other,variant_a,0.935
3249,2025-08-09,2025-08,organic,desktop,UK,variant_b,1.386
3250,2025-11-30,2025-11,facebook_ads,mobile,UK,control,0.714
3251,2025-11-01,2025-11,direct,desktop,Other,control,0.935
3252,2025-03-11,2025-03,organic,mobile,Other,variant_b,0.867
3253,2025-06-03,2025-06,organic,desktop,DE,variant_a,1.452
3254,2025-06-14,2025-06,facebook_ads,desktop,Other,variant_a,0.748
3255,2025-11-05,2025-11,referral,mobile,UK,variant_b,1.25
3256,2025-12-22,2025-12,facebook_ads,mobile,Other,variant_a,0.578
3257,2025-04-13,2025-04,google_ads,desktop,US,control,1.1
3258,2025-09-03,2025-09,organic,desktop,US,control,1.32
3259,2025-06-10,2025-06,google_ads,desktop,US,variant_a,1.1
3260,2025-04-01,2025-04,google_ads,desktop,FR,variant_b,1.045
3261,2025-07-23,2025-07,google_ads,mobile,Other,variant_b,0.722
3262,2025-06-13,2025-06,google_ads,mobile,US,variant_a,0.85
3263,2025-05-30,2025-05,direct,mobile,Other,control,0.722
3264,2025-12-22,2025-12,direct,mobile,US,variant_a,0.85
3265,2025-11-21,2025-11,google_ads,desktop,BR,control,0.88
3266,2025-09-09,2025-09,referral,desktop,US,variant_b,1.54
3267,2025-10-22,2025-10,google_ads,mobile,FR,variant_a,0.807
3268,2025-05-05,2025-05,email_campaign,mobile,UK,variant_b,0.982
3269,2025-06-16,2025-06,organic,mobile,Other,variant_a,0.867
3270,2025-07-12,2025-07,referral,mobile,BR,variant_b,0.952
3271,2025-05-24,2025-05,google_ads,desktop,UK,variant_a,1.155
3272,2025-07-21,2025-07,organic,desktop,US,variant_b,1.32
3273,2025-07-06,2025-07,facebook_ads,desktop,US,control,0.88
3274,2025-02-28,2025-02,organic,desktop,Other,variant_b,1.122
3275,2025-10-16,2025-10,organic,desktop,US,control,1.32
3276,2025-04-13,2025-04,organic,desktop,US,variant_b,1.32
3277,2025-10-31,2025-10,facebook_ads,mobile,UK,variant_b,0.714
3278,2025-10-07,2025-10,direct,desktop,US,variant_a,1.1
3279,2025-04-03,2025-04,organic,desktop,DE,variant_a,1.452
3280,2025-12-16,2025-12,google_ads,mobile,Other,control,0.722
3281,2025-10-09,2025-10,facebook_ads,desktop,US,variant_a,0.88
3282,2025-01-14,2025-01,organic,desktop,US,variant_a,1.32
3283,2025-08-25,2025-08,facebook_ads,desktop,FR,control,0.836
3284,2025-12-29,2025-12,facebook_ads,desktop,FR,variant_b,0.836
3285,2025-04-18,2025-04,email_campaign,desktop,IN,control,0.908
3286,2025-08-13,2025-08,direct,desktop,UK,control,1.155
3287,2025-05-30,2025-05,organic,mobile,Other,variant_a,0.867
3288,2025-12-21,2025-12,facebook_ads,mobile,US,control,0.68
3289,2025-02-05,2025-02,organic,desktop,US,control,1.32
3290,2025-07-29,2025-07,organic,desktop,Other,control,1.122
3291,2025-12-11,2025-12,google_ads,mobile,DE,control,0.935
3292,2025-09-13,2025-09,google_ads,desktop,UK,control,1.155
3293,2025-03-13,2025-03,facebook_ads,mobile,DE,control,0.748
3294,2025-11-21,2025-11,google_ads,mobile,US,variant_a,0.85
3295,2025-06-05,2025-06,referral,desktop,US,control,1.54
3296,2025-05-04,2025-05,organic,desktop,US,control,1.32
3297,2025-05-10,2025-05,google_ads,mobile,US,variant_b,0.85
3298,2025-12-04,2025-12,direct,tablet,BR,control,0.76
3299,2025-03-20,2025-03,organic,mobile,DE,variant_b,1.122
3300,2025-08-05,2025-08,direct,mobile,US,control,0.85
3301,2025-07-13,2025-07,organic,mobile,DE,variant_b,1.122
3302,2025-02-07,2025-02,google_ads,tablet,FR,variant_b,0.902
3303,2025-08-18,2025-08,organic,mobile,FR,control,0.969
3304,2025-11-03,2025-11,organic,tablet,US,control,1.14
3305,2025-09-03,2025-09,google_ads,mobile,BR,control,0.68
3306,2025-10-26,2025-10,google_ads,tablet,AU,variant_b,0.95
3307,2025-07-25,2025-07,google_ads,desktop,UK,variant_a,1.155
3308,2025-10-01,2025-10,organic,desktop,US,control,1.32
3309,2025-09-17,2025-09,referral,desktop,FR,variant_b,1.463
3310,2025-12-21,2025-12,organic,mobile,Other,variant_b,0.867
3311,2025-08-03,2025-08,organic,desktop,US,variant_a,1.32
3312,2025-10-06,2025-10,facebook_ads,mobile,US,control,0.68
3313,2025-01-19,2025-01,facebook_ads,mobile,CA,control,0.68
3314,2025-07-04,2025-07,google_ads,desktop,US,control,1.1
3315,2025-12-26,2025-12,organic,desktop,US,control,1.32
3316,2025-10-02,2025-10,facebook_ads,desktop,FR,variant_a,0.836
3317,2025-11-01,2025-11,facebook_ads,tablet,US,variant_a,0.76
3318,2025-11-23,2025-11,direct,mobile,US,control,0.85
3319,2025-02-13,2025-02,organic,mobile,CA,control,1.02
3320,2025-02-25,2025-02,google_ads,mobile,UK,variant_b,0.892
3321,2025-05-08,2025-05,referral,desktop,FR,control,1.463
3322,2025-12-03,2025-12,facebook_ads,tablet,IN,control,0.57
3323,2025-12-07,2025-12,google_ads,desktop,DE,control,1.21
3324,2025-07-01,2025-07,google_ads,desktop,US,control,1.1
3325,2025-03-27,2025-03,direct,mobile,US,control,0.85
3326,2025-11-28,2025-11,google_ads,desktop,DE,variant_b,1.21
3327,2025-11-10,2025-11,facebook_ads,mobile,DE,variant_b,0.748
3328,2025-01-23,2025-01,email_campaign,mobile,US,control,0.935
3329,2025-10-16,2025-10,organic,mobile,DE,control,1.122
3330,2025-11-27,2025-11,organic,mobile,IN,variant_a,0.765
3331,2025-12-13,2025-12,facebook_ads,desktop,DE,control,0.968
3332,2025-11-28,2025-11,facebook_ads,desktop,UK,control,0.924
3333,2025-07-24,2025-07,google_ads,tablet,US,control,0.95
3334,2025-06-19,2025-06,google_ads,mobile,UK,variant_a,0.892
3335,2025-08-09,2025-08,email_campaign,desktop,UK,control,1.271
3336,2025-02-24,2025-02,referral,desktop,US,variant_a,1.54
3337,2025-01-06,2025-01,facebook_ads,desktop,DE,control,0.968
3338,2025-02-20,2025-02,google_ads,mobile,Other,control,0.722
3339,2025-05-13,2025-05,email_campaign,mobile,US,variant_a,0.935
3340,2025-04-24,2025-04,organic,tablet,IN,control,0.855
3341,2025-09-19,2025-09,google_ads,desktop,UK,control,1.155
3342,2025-09-23,2025-09,google_ads,mobile,US,variant_b,0.85
3343,2025-10-13,2025-10,referral,mobile,IN,control,0.892
3344,2025-10-25,2025-10,organic,mobile,UK,variant_a,1.071
3345,2025-12-19,2025-12,email_campaign,tablet,FR,variant_b,0.993
3346,2025-10-22,2025-10,organic,desktop,CA,control,1.32
3347,2025-04-24,2025-04,google_ads,desktop,FR,control,1.045
3348,2025-08-17,2025-08,facebook_ads,desktop,US,control,0.88
3349,2025-07-11,2025-07,organic,mobile,US,control,1.02
3350,2025-07-20,2025-07,google_ads,mobile,US,control,0.85
3351,2025-08-26,2025-08,direct,mobile,UK,control,0.892
3352,2025-12-14,2025-12,google_ads,desktop,FR,variant_b,1.045
3353,2025-10-29,2025-10,organic,mobile,US,control,1.02
3354,2025-12-20,2025-12,organic,desktop,Other,control,1.122
3355,2025-09-14,2025-09,organic,tablet,IN,variant_b,0.855
3356,2025-03-19,2025-03,email_campaign,desktop,BR,variant_a,0.968
3357,2025-06-26,2025-06,email_campaign,mobile,US,variant_b,0.935
3358,2025-01-13,2025-01,google_ads,desktop,US,variant_b,1.1
3359,2025-09-05,2025-09,google_ads,mobile,UK,variant_b,0.892
3360,2025-02-23,2025-02,google_ads,mobile,IN,control,0.637
3361,2025-06-01,2025-06,google_ads,mobile,Other,variant_b,0.722
3362,2025-08-01,2025-08,organic,mobile,UK,variant_a,1.071
3363,2025-02-13,2025-02,referral,desktop,AU,variant_a,1.54
3364,2025-03-01,2025-03,email_campaign,desktop,UK,variant_b,1.271
3365,2025-03-14,2025-03,organic,desktop,Other,control,1.122
3366,2025-06-28,2025-06,direct,desktop,UK,variant_b,1.155
3367,2025-06-09,2025-06,facebook_ads,mobile,DE,variant_b,0.748
3368,2025-06-25,2025-06,organic,desktop,US,variant_a,1.32
3369,2025-08-22,2025-08,google_ads,desktop,UK,control,1.155
3370,2025-04-16,2025-04,organic,mobile,UK,variant_b,1.071
3371,2025-09-24,2025-09,facebook_ads,desktop,FR,control,0.836
3372,2025-09-05,2025-09,referral,tablet,DE,variant_a,1.463
3373,2025-06-28,2025-06,organic,desktop,IN,control,0.99
3374,2025-09-01,2025-09,google_ads,desktop,CA,control,1.1
3375,2025-02-19,2025-02,email_campaign,desktop,UK,variant_a,1.271
3376,2025-08-13,2025-08,organic,mobile,US,control,1.02
3377,2025-12-23,2025-12,organic,tablet,DE,variant_b,1.254
3378,2025-08-20,2025-08,google_ads,mobile,UK,variant_b,0.892
